epsilon,neighborhood,year,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
1.0,143,2019,8,10,0,0,8,0,22,98,46,1,42,0,7,0,2,0,0,0,0,0,25,0,0,11,0,0,3,0,0,41,40,0,78,0,11,0,18,60,19,2,12,6,0,0,56,0,0,14,18,34,7,0,16,49,1,0,2,18,0,0,33,0,0,0,18,0,10,15,0,0,0,20,7,5,0,0,0,0,0,0,3,9,29,0,7,0,0,0,6,0,0,0,0,24,19,0,0,0,0,0,10,0,21,51,10,0,0,0,0,10,3,3,35,4,30,23,0,0,66,0,0,62,51,0,6,9,0,158,10,18,0,15,2,1,9,7,15,13,0,0,30,31,0,12,0,0,0,8,10,29,0,26,0,34,10,0,14,4,58,0,6,13,5,0,51,0,0,0,30,31,0,0,0,21,0
1.0,143,2019,9,0,0,0,0,40,2,3,16,0,45,0,29,0,0,7,25,20,58,4,0,0,11,4,0,11,33,0,18,0,36,0,0,5,10,0,0,38,0,22,0,0,0,0,4,10,0,15,0,0,44,13,63,0,0,22,0,0,9,0,23,0,2,6,0,15,0,18,0,16,6,0,0,9,0,0,0,70,0,2,65,0,22,9,50,31,20,9,47,18,17,0,3,5,0,8,57,13,32,10,0,37,0,0,13,31,9,5,0,0,0,3,0,0,38,6,29,0,0,0,30,27,6,5,0,0,0,20,0,0,85,10,2,16,3,0,29,15,4,0,0,21,0,0,6,0,5,63,0,0,0,11,0,0,0,0,0,0,43,8,0,4,26,55,17,0,9,0,0,6,28,1,6,29,0
1.0,143,2019,10,16,21,35,0,2,0,4,12,0,44,0,0,0,0,11,30,4,0,0,0,39,0,0,0,0,31,33,25,0,19,0,32,4,0,0,14,71,0,0,9,7,61,0,0,4,16,0,0,0,0,7,4,31,22,6,0,0,41,33,0,0,0,0,0,0,0,1,6,25,0,0,0,0,64,7,41,0,5,0,5,6,0,96,68,35,0,0,46,0,0,9,0,6,1,4,0,0,0,24,0,19,0,23,21,40,0,0,2,31,64,34,1,17,7,0,2,4,28,0,7,9,28,0,0,0,2,0,73,19,14,3,10,0,12,1,10,0,7,2,0,0,0,10,0,0,0,0,19,11,28,22,0,4,40,10,23,0,3,0,0,0,3,0,0,0,0,0,0,17,50,0,23,0,0
1.0,143,2019,11,10,0,0,0,0,17,14,0,0,35,0,0,5,13,0,21,21,0,1,0,0,1,0,52,14,36,11,16,0,0,2,0,0,0,12,0,113,0,0,18,51,8,0,5,22,0,20,0,0,0,0,13,0,0,0,7,4,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,28,0,0,0,0,19,0,0,14,0,0,19,0,0,0,13,11,29,0,0,153,0,0,6,3,28,0,8,2,8,0,26,0,0,0,0,34,0,13,0,0,0,0,93,37,5,0,0,0,0,2,0,0,19,0,12,0,0,4,0,2,0,0,38,0,1,0,6,0,7,41,30,0,6,0,32,0,0,0,0,0,0,0,32,0,15,19,0,0,1,0,0,102,0,24,57,0,0,0,18,0
1.0,143,2019,12,0,0,64,0,0,0,8,31,58,30,0,17,0,12,8,7,0,0,0,0,0,6,11,0,27,0,14,0,117,6,8,15,0,51,16,113,120,7,0,16,20,0,0,15,0,59,14,22,0,0,15,83,0,0,0,1,14,12,0,0,15,0,21,2,0,43,1,0,0,0,10,13,0,0,111,9,0,16,0,2,20,7,0,0,4,0,5,0,53,0,0,1,0,10,0,0,0,0,12,37,3,0,46,37,0,27,16,23,8,1,0,0,1,0,2,3,0,0,17,10,0,21,7,7,35,0,0,14,0,17,0,0,9,0,0,28,52,16,0,0,0,0,16,0,3,2,0,1,0,0,34,0,0,18,14,2,7,16,0,0,47,0,0,0,3,0,0,0,19,0,11,1,17,0
1.0,144,2019,1,0,26,38,59,0,26,16,12,3,22,0,5,8,0,19,11,39,43,0,0,36,0,55,2,3,14,0,9,8,6,85,6,0,0,16,19,0,0,6,10,0,10,1,0,6,27,1,0,0,0,7,24,0,32,46,0,2,28,0,46,20,92,0,0,0,13,110,0,0,5,0,0,70,0,0,0,0,10,13,0,0,0,60,2,0,14,0,0,14,0,0,37,1,0,27,7,17,52,9,7,30,56,31,8,0,1,0,13,0,39,0,105,0,0,9,9,0,0,0,13,10,0,34,0,4,1,0,0,14,27,0,0,0,11,0,31,15,0,0,31,0,0,19,45,0,14,3,0,0,0,8,0,0,11,6,0,4,54,0,6,4,61,0,24,0,4,1,0,0,1,0,12,1,0
1.0,144,2019,2,0,0,0,0,0,0,3,0,0,0,24,0,0,0,0,47,0,2,0,7,0,11,0,5,20,0,0,0,0,0,10,0,35,0,0,0,8,5,4,4,0,9,0,0,0,0,0,0,0,70,0,28,15,0,0,0,16,0,64,9,6,76,0,33,15,10,3,0,1,37,5,0,5,1,1,29,13,0,0,0,6,0,57,0,14,1,0,0,15,0,50,23,18,0,0,5,0,0,0,4,0,0,0,6,30,0,0,32,14,0,0,0,0,1,0,32,0,0,0,0,57,6,9,0,0,123,59,0,6,2,0,35,34,0,6,0,40,0,0,0,11,0,0,0,0,14,4,0,21,0,0,0,10,99,21,0,0,0,17,0,19,0,0,18,0,43,0,0,18,4,9,0,15,2
1.0,144,2019,3,0,6,0,31,23,0,56,43,5,3,0,0,0,0,0,0,0,45,0,0,0,12,0,0,52,0,0,0,0,0,0,0,0,36,0,9,53,22,0,0,2,19,15,0,0,6,9,0,3,2,22,7,20,14,17,0,0,0,0,0,0,0,0,10,0,38,13,0,8,0,0,28,0,1,36,18,3,22,0,0,0,0,0,0,3,32,3,2,32,0,20,3,0,0,0,45,73,0,0,9,0,16,0,4,4,0,0,58,0,0,2,10,0,3,37,0,0,12,0,0,0,0,1,6,0,0,43,0,9,20,0,30,0,22,34,18,12,0,4,8,0,0,0,2,0,28,26,13,18,6,0,1,1,0,20,64,0,0,0,17,0,5,1,0,19,0,20,0,0,30,9,0,0,4
1.0,144,2019,4,40,32,0,0,31,0,0,15,20,38,0,0,29,0,0,1,8,0,0,0,0,8,9,0,15,2,0,21,0,0,61,52,11,0,3,0,6,0,38,21,4,0,5,60,0,22,0,0,0,0,2,0,0,19,3,54,19,0,0,10,0,5,0,49,0,6,16,0,52,0,24,0,0,0,0,32,0,0,0,0,0,0,5,0,22,0,2,0,0,0,0,37,13,39,21,19,0,0,14,1,0,0,0,1,0,4,0,9,37,25,14,0,19,2,0,57,0,11,0,0,2,0,6,0,0,21,1,0,0,0,1,0,13,0,0,2,14,0,4,0,4,2,11,0,9,0,8,0,0,0,11,21,0,0,0,17,0,4,0,4,11,0,4,0,2,12,0,0,0,5,0,4,10,0
1.0,144,2019,5,0,8,0,0,0,0,0,14,23,8,1,0,20,0,0,0,16,0,33,6,53,0,0,0,0,0,0,0,23,55,54,5,19,0,0,64,0,14,0,0,0,3,0,0,0,3,33,4,10,2,0,0,0,0,0,0,6,0,0,16,5,0,0,0,0,64,0,23,4,0,0,0,0,6,15,4,14,0,2,12,0,5,0,7,23,0,0,0,5,8,0,0,8,17,0,0,0,0,5,0,0,15,0,0,16,0,28,0,0,0,0,20,3,3,0,0,0,0,35,0,0,0,2,59,0,0,0,0,6,18,0,0,0,25,0,6,0,21,0,22,2,0,0,5,12,0,27,0,0,7,7,0,8,0,16,0,0,1,0,0,0,19,32,0,0,41,0,4,0,21,0,5,0,0
1.0,144,2019,6,43,0,23,22,0,0,0,1,16,62,0,0,1,60,0,16,3,0,25,3,0,0,39,11,30,10,0,32,0,0,0,6,6,4,7,0,1,0,11,0,14,12,27,5,0,0,18,10,0,18,0,0,68,48,0,0,3,28,0,32,0,0,0,32,51,0,1,0,0,4,0,0,17,0,0,4,0,19,9,7,2,21,0,0,0,35,0,0,3,0,15,0,18,0,38,39,0,1,0,0,0,11,0,0,23,0,50,6,83,0,22,31,16,25,0,9,8,0,0,0,0,0,17,0,0,0,0,0,5,25,41,0,8,30,11,106,103,2,0,0,17,0,24,9,17,20,2,20,0,0,35,4,0,0,0,64,35,14,0,31,0,0,15,2,0,19,0,23,4,0,0,0,64,0
1.0,144,2019,7,0,0,0,7,33,13,10,0,31,39,0,10,0,0,0,27,0,0,0,27,0,10,32,47,0,0,7,0,0,7,15,38,8,5,31,28,0,0,0,10,25,0,15,48,0,0,0,0,21,0,0,18,43,29,3,16,1,0,31,10,0,0,11,24,0,0,0,13,0,19,0,14,0,0,4,0,5,0,0,0,0,0,27,0,0,6,0,0,0,0,15,0,7,3,44,22,0,28,0,50,0,3,17,33,0,0,0,0,4,27,70,0,22,2,0,9,13,9,3,0,0,27,0,0,5,26,25,0,3,0,1,0,13,0,0,3,0,5,0,11,0,0,15,0,0,0,0,0,4,0,8,8,0,0,0,15,16,1,0,0,24,22,92,94,0,30,0,16,8,0,30,9,0,68
1.0,144,2019,8,24,3,0,0,0,16,0,0,0,30,0,0,0,0,0,0,12,26,0,0,23,6,11,4,16,11,0,0,33,0,0,0,0,19,23,0,0,1,10,9,0,0,1,0,4,4,0,0,0,0,9,4,14,21,1,34,24,0,0,0,1,0,0,2,21,11,11,4,0,3,0,0,23,0,0,2,0,20,16,12,0,0,0,0,3,0,108,0,23,0,0,27,17,0,48,15,10,0,0,0,0,0,0,15,27,9,0,36,7,29,0,0,0,0,0,13,0,0,1,4,0,36,8,0,9,12,0,0,12,5,0,54,2,20,15,4,0,75,6,12,0,0,0,0,14,8,4,9,0,12,0,0,33,29,5,31,12,3,2,13,0,0,0,3,0,18,0,0,37,4,0,0,0,0
1.0,144,2019,9,0,0,0,0,0,0,11,0,0,59,0,0,3,10,0,0,0,17,27,6,19,0,0,1,0,0,5,11,2,2,0,10,0,0,0,7,28,5,0,1,0,17,20,0,0,0,0,2,0,30,12,0,0,13,9,12,0,0,45,9,0,0,16,1,25,20,15,13,25,0,20,0,0,0,48,43,0,17,0,8,0,0,0,13,0,0,14,2,113,0,0,0,2,14,33,0,0,27,13,0,0,0,32,0,0,5,27,0,0,0,38,27,0,1,8,8,65,0,0,0,0,0,0,0,30,0,3,17,0,0,0,0,0,0,17,0,4,0,0,0,0,5,4,0,6,18,11,0,42,6,12,18,19,0,0,0,9,0,0,1,19,0,16,15,5,6,0,52,0,0,17,18,0,0
1.0,144,2019,10,0,2,0,0,8,0,0,0,0,40,0,0,35,0,0,5,4,0,0,0,0,3,0,16,0,0,16,0,0,11,0,5,0,4,23,0,0,0,36,5,0,0,1,0,0,0,17,5,17,43,0,0,4,0,0,76,21,0,0,67,0,1,16,36,0,0,0,0,40,14,197,0,2,0,5,0,57,0,0,0,29,0,35,39,0,57,113,0,1,3,0,23,21,0,4,6,9,0,0,5,4,3,0,0,0,44,80,70,0,17,19,0,2,0,17,0,0,0,38,0,0,14,0,0,24,0,0,9,0,0,38,1,0,0,3,0,0,0,0,17,44,0,0,0,12,30,0,0,21,0,45,0,0,3,16,10,0,0,0,2,0,11,5,0,8,0,2,0,0,0,0,0,0,33
1.0,144,2019,11,0,35,0,7,0,8,4,33,0,0,0,19,2,5,28,11,56,0,0,0,0,0,27,0,0,9,31,0,0,2,0,0,0,17,0,1,24,0,0,29,2,17,20,0,11,0,0,0,0,26,71,15,0,0,0,7,1,0,0,0,18,0,4,0,6,0,0,0,20,4,0,3,180,0,7,0,0,0,12,0,26,19,0,0,39,98,42,15,1,0,0,21,71,0,0,62,0,0,0,0,0,4,35,0,0,0,0,6,0,25,16,4,8,15,18,0,2,0,20,0,1,14,0,0,22,0,2,2,0,0,64,0,8,0,0,31,0,4,23,0,47,0,0,23,6,0,5,0,0,0,0,0,2,0,0,0,3,0,0,0,0,26,16,0,27,0,51,0,69,0,44,65,0,1
1.0,144,2019,12,10,5,108,10,1,0,28,13,47,0,0,0,47,63,95,0,0,4,42,0,0,0,30,0,116,0,73,0,0,0,0,0,0,0,33,10,25,0,0,0,0,0,0,11,0,0,0,0,19,0,6,0,18,12,9,0,0,88,0,22,0,10,0,16,0,0,0,4,0,0,0,0,38,57,0,0,0,11,7,17,0,33,5,154,0,0,0,4,4,0,0,0,0,6,45,16,23,0,0,0,1,32,0,3,0,14,1,0,0,1,0,6,15,34,10,25,7,0,7,75,0,25,6,0,21,0,0,0,25,0,0,0,0,0,45,5,2,10,24,0,0,0,0,0,22,9,23,7,57,7,96,0,0,0,0,0,2,27,44,0,44,10,12,40,9,6,0,0,1,28,4,1,0,0
1.0,145,2019,1,0,16,20,0,0,12,29,18,0,0,0,9,0,0,0,12,11,0,62,1,2,28,0,88,21,0,0,9,0,0,6,30,0,4,14,0,0,36,0,4,10,3,3,1,11,7,0,0,0,36,0,0,0,30,0,0,25,23,5,50,0,11,0,0,0,0,0,28,6,16,0,0,0,0,5,0,0,0,19,18,10,78,0,55,0,0,0,0,0,8,10,0,0,0,0,20,0,0,88,24,0,2,2,0,0,15,41,10,1,0,0,12,18,0,0,0,0,20,0,0,0,0,17,0,0,0,0,21,8,17,39,0,27,0,3,13,0,0,0,4,0,3,2,0,1,0,0,13,20,0,0,0,0,10,47,0,0,9,2,0,1,10,35,5,4,5,0,19,15,0,0,0,0,34
1.0,145,2019,2,28,25,0,0,0,0,0,0,0,0,67,0,10,0,20,3,0,0,58,0,0,8,33,52,7,0,0,0,0,22,15,2,0,0,6,15,0,18,70,0,0,0,0,0,10,17,61,0,35,0,0,0,42,0,7,0,0,0,0,0,23,0,0,32,0,56,18,0,28,0,0,0,1,0,6,0,3,44,1,0,17,0,45,0,17,3,0,0,0,0,0,18,35,32,0,0,0,0,0,0,16,7,0,10,0,34,7,40,0,0,0,0,0,0,8,26,43,0,12,19,17,12,0,2,15,9,0,21,0,0,20,25,0,0,0,7,0,0,10,0,0,48,13,32,0,7,10,55,17,0,0,0,0,35,16,16,0,0,0,0,20,0,0,2,0,8,22,18,0,0,3,62,0,20
1.0,145,2019,3,70,5,30,30,0,8,17,0,0,7,2,6,0,4,0,3,0,9,9,0,0,0,22,2,12,0,0,0,15,35,1,16,6,8,19,44,23,14,0,0,0,0,4,0,5,0,4,0,0,0,14,0,11,0,22,7,0,0,32,0,7,0,0,86,31,0,24,16,0,0,0,0,0,0,0,11,0,0,0,2,0,0,6,1,0,54,0,2,26,20,22,0,5,0,0,0,2,21,18,15,19,17,5,26,6,0,22,26,0,0,0,19,0,3,0,5,3,57,6,0,0,0,25,9,0,28,0,0,0,23,95,0,14,37,0,0,13,0,2,42,0,0,13,72,0,4,34,6,0,20,0,0,46,29,28,4,37,24,0,69,0,11,15,34,0,0,0,0,22,0,6,0,53,28
1.0,145,2019,4,39,18,0,23,0,4,16,0,39,0,35,1,0,20,1,0,0,0,0,6,4,0,0,0,18,16,47,8,31,12,0,0,91,0,0,0,20,17,0,13,0,0,0,0,0,0,0,0,0,13,3,0,0,10,0,0,13,19,0,0,52,8,4,25,0,0,0,0,0,5,5,7,11,0,0,0,0,12,7,0,0,0,4,0,5,8,3,5,0,3,25,0,12,20,0,7,45,45,0,0,0,0,41,0,6,24,23,20,29,33,0,9,22,2,25,32,0,70,3,12,8,8,25,13,19,0,0,3,0,0,0,10,0,14,0,84,0,1,7,0,2,0,11,0,2,0,20,0,65,1,0,0,0,12,2,23,0,2,0,4,52,16,30,2,0,0,0,0,0,15,5,9,0,13
1.0,145,2019,5,23,19,1,0,0,21,8,9,6,0,9,3,25,0,0,0,30,0,37,0,0,13,0,0,0,0,0,0,11,53,19,1,2,0,60,0,39,37,0,33,0,0,12,0,0,0,0,10,11,0,0,0,22,14,0,5,0,26,0,15,0,0,10,22,5,0,26,0,0,0,0,0,0,19,18,0,0,0,4,0,16,24,3,13,14,11,0,0,0,0,8,26,0,4,0,41,65,0,0,11,34,0,16,0,0,45,13,0,0,1,0,11,5,0,7,10,3,0,0,0,2,0,0,0,0,0,0,13,0,28,30,0,0,14,0,9,0,0,0,1,13,46,37,22,13,25,34,22,10,33,0,16,0,6,0,0,1,0,5,0,0,0,0,62,0,0,0,0,24,0,0,0,12,0
1.0,145,2019,6,12,0,26,17,10,0,16,0,17,0,7,1,0,0,0,0,0,0,2,0,5,0,9,0,0,58,0,27,0,25,2,0,19,12,8,0,0,24,4,0,6,27,11,0,21,1,0,0,0,1,0,7,89,27,0,59,54,0,0,9,32,13,0,15,0,0,29,0,19,21,15,0,0,0,11,17,7,25,74,55,40,0,0,0,41,0,0,0,5,0,7,0,54,0,0,0,0,0,0,0,0,4,26,0,0,11,1,0,12,0,18,8,0,0,8,0,0,0,2,0,0,26,14,0,19,43,18,0,1,4,63,30,54,0,17,9,1,0,0,7,0,1,0,0,0,0,11,46,30,0,0,75,2,7,0,0,0,0,0,0,0,5,0,0,43,0,13,0,25,0,52,45,3,8
1.0,145,2019,7,0,29,0,0,3,0,0,0,6,0,4,10,38,31,22,13,0,16,0,0,0,0,78,0,0,15,0,1,32,0,4,50,0,35,0,0,12,10,4,0,16,21,8,0,1,0,11,0,42,28,0,0,11,27,0,45,0,0,0,12,4,17,31,0,30,23,1,5,0,1,25,7,0,0,0,0,0,20,0,0,0,0,0,20,0,0,14,5,11,7,12,55,5,47,0,0,0,41,0,0,0,18,0,0,0,6,2,0,12,0,29,33,0,16,45,59,0,8,0,29,0,52,0,2,0,29,0,1,13,0,49,1,13,4,0,2,13,0,3,19,13,1,0,7,49,18,4,9,0,1,3,0,14,3,1,4,11,19,31,29,0,1,0,0,0,0,0,13,3,36,0,0,17,0
1.0,145,2019,8,0,25,0,0,3,0,0,18,14,0,0,0,16,0,7,77,0,11,17,21,0,180,3,0,0,0,10,1,19,27,0,3,6,0,14,0,16,13,0,29,38,14,14,0,14,3,0,0,24,0,11,0,28,10,8,0,0,0,16,0,0,0,0,2,1,24,0,0,6,0,2,0,0,5,4,0,0,11,0,0,0,0,0,8,0,0,0,0,0,10,16,7,0,21,0,0,19,0,3,0,0,10,11,11,11,65,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,39,10,0,0,0,43,0,91,0,26,0,5,75,10,0,24,0,20,0,0,0,0,9,11,33,16,0,0,0,0,0,0,22,0,40,36,0,23,0,7,0,5,0,0,0,0,9,13,5,9,7,0,0
1.0,145,2019,9,15,5,6,0,22,4,0,0,0,57,0,7,8,0,51,52,0,0,0,0,0,37,0,0,26,7,0,0,21,0,12,0,0,0,0,3,6,4,0,21,37,0,46,23,0,0,0,0,8,0,47,0,12,32,1,1,0,0,0,10,31,0,0,0,26,5,2,33,9,12,0,10,22,0,9,0,0,0,77,1,6,0,5,0,0,0,0,16,0,0,0,9,0,0,0,0,11,6,0,42,23,0,0,0,65,1,14,10,19,29,0,5,0,0,0,0,25,0,33,0,29,6,99,9,42,0,0,0,0,0,11,15,0,0,0,0,18,50,21,0,0,0,0,0,31,0,0,19,3,67,0,59,0,0,0,0,3,0,0,0,10,0,0,0,0,41,16,8,0,15,19,0,0,8
1.0,145,2019,10,57,0,26,0,0,0,0,24,0,23,13,17,12,65,60,22,0,10,0,66,24,14,1,0,0,0,10,23,31,7,0,2,29,0,0,0,0,0,2,25,7,0,18,3,7,0,0,25,0,0,0,6,21,16,0,28,27,0,0,25,2,0,35,0,0,0,14,15,11,29,0,0,80,41,0,12,6,0,1,3,69,0,21,16,0,0,3,0,19,0,0,0,6,0,15,0,11,0,0,12,10,3,45,0,43,22,0,4,52,25,28,47,0,0,0,0,0,4,7,9,0,49,0,6,0,0,0,0,14,0,37,38,0,0,35,0,42,13,30,0,11,42,0,0,2,10,0,5,0,0,0,0,0,24,0,0,8,10,23,0,0,9,8,0,1,6,0,5,13,0,0,0,0,0
1.0,145,2019,11,80,5,13,0,0,0,3,0,0,4,0,54,4,11,21,40,23,35,0,0,0,0,4,10,37,18,17,79,5,3,0,53,7,20,95,0,0,0,0,0,0,0,0,0,3,10,0,0,16,55,0,0,0,0,0,0,0,0,22,0,11,49,0,0,0,42,10,0,0,0,0,0,4,51,0,0,18,0,72,34,22,26,0,38,0,0,18,0,0,0,6,9,11,0,14,13,20,0,0,0,0,39,0,12,4,24,10,47,0,9,5,7,12,1,16,4,33,0,0,13,0,18,0,1,6,5,0,0,0,0,89,0,0,28,0,16,4,58,0,45,7,0,5,29,5,40,0,0,0,32,0,19,0,0,0,7,0,1,0,10,12,1,0,0,0,17,0,0,0,0,0,0,0,0
1.0,145,2019,12,92,0,3,0,0,17,4,21,0,0,31,0,17,0,30,47,7,21,80,9,0,13,7,30,0,23,26,0,15,16,1,5,0,0,2,0,4,39,7,0,13,47,0,0,28,0,0,0,10,2,0,0,0,2,7,12,0,3,0,16,0,0,23,10,0,0,0,0,0,3,21,21,0,0,0,1,0,0,17,30,0,7,0,27,14,21,37,9,49,3,0,2,14,0,18,19,0,6,27,0,0,2,0,8,0,0,0,0,25,35,7,10,0,14,0,12,0,12,0,24,0,0,0,0,0,5,0,0,0,0,3,0,0,38,27,0,2,0,0,4,4,0,0,63,5,7,6,0,0,0,20,0,0,0,17,0,48,0,0,0,6,7,2,0,0,2,0,13,0,0,9,6,8,38
1.0,146,2019,1,7,0,0,30,3,0,0,0,1,31,20,0,2,39,13,0,0,5,0,5,0,0,0,0,21,4,0,0,0,27,2,0,14,0,35,0,0,7,0,3,0,0,0,8,3,29,32,41,17,6,11,0,0,25,0,0,30,31,0,0,11,0,0,54,7,23,14,11,0,22,2,29,19,0,0,24,4,0,1,0,42,1,0,17,49,0,0,0,0,0,0,0,0,17,5,20,0,0,8,17,29,0,0,24,38,0,13,100,55,3,0,0,0,0,0,0,0,1,8,0,27,4,0,47,0,15,0,33,0,3,7,2,37,0,25,0,4,12,0,0,0,0,3,0,7,5,48,41,12,12,27,0,0,31,21,0,0,5,3,20,0,0,0,70,8,0,1,0,0,0,0,0,0,0
1.0,146,2019,2,12,14,0,0,28,0,0,10,0,1,0,0,0,8,25,7,0,12,0,0,5,0,3,0,0,37,22,31,41,48,10,0,24,0,0,1,0,1,19,0,24,0,1,9,2,6,0,10,6,37,0,21,0,21,10,18,0,0,0,26,0,23,5,8,0,67,0,0,0,41,23,1,0,5,6,3,0,0,0,10,22,58,45,14,0,8,0,0,0,0,0,0,0,14,17,0,16,0,1,0,14,10,0,0,73,1,17,0,31,0,5,0,16,0,17,58,0,0,0,0,0,43,10,37,0,0,0,14,18,30,0,0,15,28,0,0,0,42,0,0,22,0,0,0,7,0,0,0,0,5,0,0,63,0,0,0,65,28,0,0,20,0,0,0,0,0,73,5,0,53,0,1,4,23
1.0,146,2019,3,0,3,0,0,19,0,0,0,0,4,0,22,7,0,0,0,45,0,10,22,0,0,0,1,5,0,64,2,0,9,0,15,2,26,3,5,55,0,0,0,67,0,0,7,0,63,5,0,3,0,5,0,0,0,11,13,14,60,14,20,0,6,4,0,0,1,52,0,0,14,6,17,2,0,0,0,0,0,21,21,0,0,0,73,78,9,18,0,0,35,0,0,0,71,8,0,0,7,0,0,38,13,0,0,0,41,0,11,4,21,1,0,12,0,12,0,13,0,0,31,43,36,0,0,0,18,14,0,0,0,0,16,32,8,36,0,0,0,4,2,16,0,20,0,0,0,44,8,0,8,81,0,0,19,0,0,13,0,0,4,29,0,8,22,56,41,1,0,83,0,0,9,21,11
1.0,146,2019,4,9,0,0,0,9,5,12,0,0,4,10,0,0,0,7,0,0,0,0,27,5,0,15,0,0,0,0,0,14,0,0,9,26,60,2,0,0,28,4,0,0,0,0,0,0,15,0,0,0,0,22,7,0,19,0,81,19,5,0,0,0,50,0,0,10,63,19,0,0,0,0,7,0,0,0,0,0,0,0,5,0,10,49,0,31,7,0,0,22,84,0,4,6,13,5,21,0,0,52,0,0,1,15,10,0,6,15,55,0,19,0,0,2,0,0,18,28,0,0,3,0,1,0,0,9,0,12,0,4,0,21,0,21,0,37,34,1,33,0,62,39,0,10,45,11,0,0,0,9,0,49,29,38,10,22,53,0,0,2,0,13,0,0,9,12,1,0,10,1,42,0,0,1,0
1.0,146,2019,5,0,0,93,0,9,0,20,38,9,0,17,35,2,11,0,0,0,15,0,0,25,0,82,0,0,0,20,0,10,39,72,0,0,20,22,16,0,15,2,0,28,26,7,0,29,0,0,0,0,0,0,1,4,4,0,7,3,0,0,20,10,0,0,6,9,0,37,4,4,0,8,0,0,0,31,3,56,6,0,57,2,0,0,60,10,0,0,38,0,8,0,0,65,11,10,0,0,0,0,0,47,0,1,0,0,0,0,0,0,0,0,12,0,0,21,26,11,5,11,14,17,0,2,12,24,7,0,0,0,6,0,31,0,14,0,0,36,0,16,34,0,30,0,0,0,0,0,0,0,0,0,0,22,31,13,13,0,19,0,0,13,0,0,0,0,0,5,0,33,0,0,0,2,0
1.0,146,2019,6,0,13,0,23,0,52,14,22,12,0,0,0,0,0,13,11,0,0,0,2,2,14,2,49,0,9,6,6,8,10,46,46,0,53,0,13,0,0,30,0,0,0,0,0,15,10,38,3,0,10,0,0,0,0,0,0,0,0,52,0,7,0,11,1,0,0,0,13,0,9,0,0,21,4,41,42,28,83,5,47,17,39,0,0,33,8,0,41,0,0,0,2,7,13,0,87,1,0,0,0,0,7,0,17,19,0,5,22,24,0,0,2,0,9,27,5,6,35,0,0,0,51,20,0,67,0,1,3,0,57,8,0,0,20,40,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,13,4,12,74,7,17,0,0,36,0,17,0,0,0,0,5,25,8,0,10,0,2,0
1.0,146,2019,7,0,13,7,19,0,0,0,41,0,0,0,0,0,0,22,10,49,0,0,5,12,39,14,0,0,0,0,8,0,2,0,13,31,6,0,115,31,14,42,47,27,3,0,1,0,3,26,11,16,0,0,0,3,0,23,0,0,14,0,4,43,0,5,0,11,0,14,0,0,34,35,3,31,17,0,40,0,33,16,0,0,0,41,12,41,0,4,0,9,0,0,0,40,0,0,0,9,0,0,22,39,28,5,0,42,0,0,6,0,0,7,0,0,0,40,0,17,0,0,0,16,0,1,0,0,0,0,0,9,0,0,37,14,0,0,19,0,11,0,0,0,24,0,0,27,4,18,13,0,0,12,60,0,0,7,0,0,30,28,0,17,0,3,0,0,18,15,0,27,11,0,0,0,9
1.0,146,2019,8,0,2,20,37,0,0,0,0,0,17,0,62,24,0,19,0,18,0,54,0,7,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,43,0,30,0,0,50,36,0,36,13,0,1,0,0,37,37,13,9,0,26,15,0,2,8,4,9,0,0,15,0,20,0,0,0,14,0,0,4,0,7,18,15,0,3,0,0,0,0,3,60,22,0,73,10,0,28,0,0,4,0,0,0,0,0,6,9,0,14,0,0,0,0,0,67,9,10,34,0,0,26,11,0,3,0,0,0,0,23,29,0,0,26,12,16,4,0,47,10,0,31,11,8,0,0,0,0,100,0,0,0,21,3,5,38,4,8,14,13,16,0,0,2,0,0,0,11,0,0,0,20,0,0,0,0,0,15,2,0
