epsilon,neighborhood,year,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
4.0,11,2019,6,6,0,12,0,6,5,0,0,0,84,5,0,1,0,2,37,15,28,7,14,0,0,0,3,3,0,65,0,12,37,0,0,24,6,4,47,427,1,0,3,3,1,87,389,0,7,0,7,0,0,43,2,19,186,2,0,0,0,2,17,3,91,12,15,4,69,0,6,1,1,2,4,52,8,519,0,0,0,1,17,32,3,23,0,53,13,0,0,0,0,0,30,0,0,5,6,83,0,3,1,0,0,5,55,2,0,5,4,2,11,5,9,8,31,0,0,0,21,1,4,7,0,20,0,0,0,9,0,0,0,4,2,22,4,11,68,0,5,1,20,1,12,13,0,3,10,0,0,182,5,0,0,0,3,0,27,0,27,0,8,15,2,10,12,12,10,30,8,5,0,0,0,5,5
4.0,11,2019,7,0,1,10,0,0,4,0,0,0,81,7,1,0,0,13,0,10,26,12,0,0,0,0,2,0,0,70,12,20,30,28,0,14,0,0,47,258,0,0,0,1,0,60,429,0,0,2,0,3,5,32,4,2,184,0,0,13,0,15,0,4,71,17,12,10,33,3,2,7,0,0,0,49,0,256,3,0,5,0,26,34,0,33,22,67,13,0,0,1,1,0,12,0,8,19,1,56,2,4,3,0,13,0,28,0,1,26,2,0,12,4,2,0,21,0,0,0,44,0,15,0,3,14,0,1,10,10,1,1,9,0,1,4,1,14,52,0,0,2,2,0,11,26,0,1,0,10,0,186,20,6,0,2,0,17,5,14,44,0,16,5,0,5,28,16,7,44,11,0,3,0,0,8,23
4.0,11,2019,8,0,2,7,2,1,3,0,0,13,118,2,0,0,13,4,6,33,16,0,1,0,1,0,0,3,10,61,0,27,34,3,0,29,10,4,57,182,7,0,0,2,2,71,347,0,0,0,0,0,15,29,0,29,175,1,1,1,0,2,2,5,58,11,10,8,48,2,13,5,3,2,0,44,0,238,0,0,2,9,17,46,1,19,13,50,0,1,0,2,3,3,23,0,1,9,1,100,0,0,6,0,2,0,29,6,0,14,1,0,6,2,1,5,22,15,2,7,0,0,2,0,0,17,0,2,10,1,0,0,0,2,0,0,12,6,52,0,0,4,10,3,0,19,0,0,1,4,5,260,5,0,0,5,6,10,1,4,40,2,7,21,0,8,14,9,0,18,2,0,17,6,0,10,3
4.0,11,2019,9,6,3,7,0,2,0,0,3,0,95,6,0,0,3,11,6,19,10,0,2,0,6,0,1,4,13,63,10,30,31,7,3,13,0,0,13,240,0,0,8,5,0,73,515,5,11,27,15,0,0,23,0,15,167,4,0,1,1,11,6,15,89,17,19,10,14,0,12,4,0,1,0,31,2,251,0,0,3,0,12,26,0,3,6,54,18,0,0,0,0,7,22,0,3,18,0,87,0,0,9,6,1,0,30,1,3,31,0,2,8,0,8,8,7,8,0,3,25,0,4,18,0,22,0,6,17,0,9,0,14,6,0,0,0,4,70,0,14,3,3,0,24,27,8,12,0,0,6,339,2,0,2,0,0,5,5,0,78,6,31,13,0,10,19,27,2,11,0,0,14,0,6,6,3
4.0,11,2019,10,0,0,2,2,0,4,0,5,0,78,0,4,0,2,10,0,6,13,2,0,1,0,0,0,6,4,81,7,7,28,7,0,3,16,17,34,270,0,0,0,1,8,84,1019,0,0,0,0,0,8,15,5,20,172,1,7,0,1,11,12,0,47,18,15,11,0,1,7,1,8,8,0,52,2,0,12,2,2,4,24,39,1,14,6,43,1,0,5,0,9,0,8,0,0,28,0,138,10,1,0,0,0,0,32,10,7,6,0,0,2,2,8,3,12,1,0,0,10,0,3,12,0,43,0,0,0,1,18,1,11,2,4,2,18,1,63,0,0,0,1,0,8,20,2,4,10,0,35,368,1,0,0,1,7,9,7,0,48,0,6,13,0,13,16,23,0,19,36,6,6,3,0,8,3
4.0,11,2019,11,2,4,3,0,2,0,0,0,0,86,1,0,0,0,1,11,23,0,2,6,13,0,0,0,0,0,59,0,16,39,14,2,9,0,0,19,452,1,0,7,3,13,49,764,0,0,3,3,0,0,21,9,6,109,0,0,4,7,0,7,3,80,3,0,14,16,0,3,3,1,3,0,46,8,2,0,0,1,4,21,42,0,8,6,45,2,3,0,8,17,2,11,0,10,27,21,83,4,0,0,0,8,0,32,1,0,37,8,1,1,1,1,0,9,1,0,2,11,0,0,26,2,7,0,7,8,7,0,3,4,2,9,8,5,13,86,0,0,6,0,0,3,34,8,0,3,0,0,271,0,1,2,0,4,4,5,0,93,1,34,3,19,7,11,3,0,12,15,16,0,4,0,10,0
4.0,11,2019,12,0,0,4,0,0,0,14,1,3,88,0,1,0,0,3,4,2,4,5,3,0,0,8,4,24,1,59,0,12,31,0,0,18,0,2,43,477,0,17,0,0,21,42,733,0,0,1,0,1,8,16,0,9,148,3,7,0,0,0,0,4,85,4,12,0,21,0,9,0,12,0,0,42,2,2,15,1,3,0,23,23,7,3,13,38,0,0,0,0,0,6,3,7,0,10,2,61,0,1,0,2,0,0,34,5,0,32,9,0,0,13,0,0,4,3,11,2,25,0,0,10,13,28,0,0,5,1,0,8,0,5,0,0,8,10,70,7,5,0,1,2,9,26,0,0,12,0,0,224,7,2,11,6,2,0,0,2,41,13,10,11,0,1,5,3,0,18,9,0,1,3,4,14,0
4.0,12,2019,1,11,0,0,0,0,0,3,0,1,0,0,8,6,0,0,0,12,0,5,0,18,0,0,2,13,15,4,4,2,5,6,0,1,0,1,8,23,0,0,0,0,8,2,6,0,8,1,0,2,12,0,1,9,0,2,0,0,1,0,4,0,0,2,0,0,6,10,7,0,7,9,0,0,0,29,11,1,2,0,0,0,12,0,7,0,1,1,6,0,0,0,12,0,0,0,0,14,11,0,10,3,0,10,5,0,2,0,0,3,5,3,0,12,0,0,0,0,0,1,7,19,5,2,3,6,0,4,0,0,0,2,3,0,1,9,16,0,0,2,0,0,0,5,5,0,0,1,0,12,0,0,0,2,2,0,0,0,2,0,0,4,4,0,0,11,11,0,5,1,15,0,4,4,0
4.0,12,2019,2,4,0,0,0,11,0,2,1,0,0,3,14,0,0,0,0,0,0,0,0,4,13,0,2,0,10,5,5,0,1,0,0,0,1,3,0,47,0,0,1,0,0,0,2,0,13,0,3,0,0,1,0,0,1,0,0,4,4,0,0,0,0,4,1,0,0,5,0,0,2,1,0,10,0,25,0,1,7,1,3,5,0,3,9,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,11,0,0,4,3,1,10,0,5,0,6,0,0,2,0,0,0,2,8,2,5,0,0,0,1,0,0,0,2,0,5,3,5,18,0,2,6,1,5,0,1,0,18,5,7,22,0,0,7,0,0,1,2,2,2,3,6,0,0,0,13,0,0,2,0,12,8,0,2,0,2
4.0,12,2019,3,3,0,0,9,0,2,0,0,5,0,1,0,0,10,1,8,8,11,8,0,10,0,0,0,0,1,0,0,2,0,4,0,0,0,0,2,47,0,0,0,14,0,8,3,0,21,4,2,0,1,0,0,7,16,0,4,3,0,0,0,4,6,0,2,4,13,0,0,6,0,0,5,0,6,22,0,0,0,0,3,0,10,0,0,0,2,0,0,7,0,0,0,2,0,6,2,8,0,13,0,1,0,3,0,0,5,0,0,1,3,0,0,12,1,0,5,0,0,0,0,6,0,0,8,0,2,0,1,0,0,1,3,2,2,0,2,2,2,2,1,0,0,0,9,4,1,0,0,39,8,0,5,0,0,3,1,4,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0
4.0,12,2019,4,1,28,0,5,0,2,2,8,0,0,0,0,9,4,3,0,7,0,0,6,0,0,0,1,1,0,3,4,9,1,4,4,0,0,0,0,30,0,0,0,0,3,7,15,0,0,0,0,4,0,4,4,0,11,0,0,0,17,5,8,0,0,0,0,0,8,0,8,11,0,6,0,1,4,29,7,2,7,23,0,0,0,0,0,6,0,15,3,0,0,0,0,0,0,2,0,9,5,0,0,3,16,0,0,0,0,0,0,2,0,0,0,6,1,13,0,0,0,2,0,2,4,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,21,1,0,16,0,0,5,0,2,0,5,0,0,2,0,1,6,0,8,0,0,1,1,0,5,15,0,8,1
4.0,12,2019,5,10,0,4,0,7,2,0,0,5,2,0,0,5,0,0,9,0,0,0,8,0,2,7,0,5,0,3,0,5,0,0,11,0,5,0,0,25,0,7,0,0,2,1,7,4,0,0,5,5,0,0,2,1,11,23,0,1,7,2,7,0,0,6,0,3,0,4,1,0,0,3,0,9,0,22,4,0,0,0,2,11,0,0,0,4,0,3,0,6,0,11,0,0,4,2,0,23,0,0,0,0,4,0,2,0,0,9,6,0,0,8,0,0,0,0,5,1,12,0,0,15,5,3,0,4,0,0,1,1,3,2,0,0,2,0,0,0,0,20,0,0,3,0,8,0,7,0,0,11,0,6,0,2,0,5,7,0,0,2,0,0,1,20,8,1,0,29,0,0,9,0,0,2,0
4.0,12,2019,6,0,0,0,20,0,0,0,1,3,0,0,1,0,0,0,0,17,8,3,8,3,8,0,0,3,1,0,0,0,0,0,0,6,3,6,7,36,0,0,10,0,3,7,26,0,5,0,0,1,28,0,10,4,17,0,0,0,13,13,3,0,0,20,0,6,4,0,5,0,0,12,3,4,4,5,0,0,0,0,6,0,2,0,0,0,6,0,1,2,0,0,9,0,0,1,1,0,0,0,0,0,0,0,12,1,7,0,0,0,5,0,0,0,1,0,0,0,2,0,4,1,1,0,0,0,0,2,0,0,0,0,0,16,0,0,3,2,12,7,4,12,0,1,7,1,16,0,0,29,0,3,0,2,10,0,0,0,8,3,0,0,5,5,0,0,4,3,12,0,2,2,11,1,0
4.0,12,2019,7,0,6,0,0,0,0,0,0,1,6,5,10,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,4,0,0,5,0,0,0,17,1,3,0,0,0,11,26,0,0,0,0,0,1,15,0,0,9,0,0,4,0,26,1,0,0,2,0,0,8,10,0,0,0,0,0,0,2,10,4,3,0,1,3,2,1,3,0,5,0,1,0,6,0,2,4,8,3,0,6,5,1,9,0,0,0,3,0,2,0,2,5,0,3,4,0,0,0,5,0,0,0,0,3,4,0,2,3,0,0,8,2,2,0,5,1,6,15,12,7,0,7,0,6,0,1,0,4,0,0,5,2,0,0,0,2,14,2,0,0,15,0,1,0,4,7,0,2,1,0,0,0,0,5,0,0,0,0
4.0,12,2019,8,0,0,3,12,4,0,10,0,0,2,0,8,0,1,0,5,4,0,2,3,1,1,1,0,2,0,1,6,0,0,0,0,0,19,0,2,6,1,17,0,6,27,5,21,2,6,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,6,7,0,1,14,0,10,8,0,0,0,0,8,21,0,1,1,0,2,14,0,0,0,0,0,0,0,5,0,0,5,6,0,0,5,0,0,0,0,0,0,4,7,16,0,0,4,0,0,0,0,0,0,13,0,18,6,0,4,2,0,0,0,2,0,0,0,0,0,0,7,2,3,1,2,1,0,36,0,0,0,0,4,0,7,0,0,8,1,5,0,0,15,0,0,0,0,0,0,7,1,5,0,4,3,9,0,0,3,12,16,2,0
4.0,12,2019,9,0,11,0,0,10,0,3,1,0,0,0,1,0,0,15,0,0,0,0,32,0,0,7,2,0,8,7,0,2,11,0,3,14,2,0,0,18,0,12,0,0,3,5,41,0,1,7,2,0,0,5,11,0,12,0,0,6,0,0,0,0,5,0,1,0,4,0,3,2,14,9,0,0,2,5,0,0,2,9,8,0,0,0,0,5,4,0,0,0,10,0,0,3,3,10,0,4,0,10,4,5,0,4,0,0,0,2,0,7,3,0,2,0,0,1,7,0,5,4,0,0,3,0,8,4,0,16,0,9,0,4,0,3,0,0,0,7,0,2,5,8,0,9,0,3,3,0,0,37,0,9,0,10,0,13,3,5,0,1,0,0,1,3,0,0,1,0,0,3,0,4,1,5,0
4.0,12,2019,10,5,0,0,0,7,3,0,0,0,0,2,2,11,12,2,0,0,0,0,1,13,7,0,0,5,5,0,3,2,2,0,8,2,0,3,3,32,0,19,0,1,2,5,68,8,2,0,0,0,0,12,4,14,0,2,0,4,0,0,1,0,3,4,3,21,0,0,5,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,10,0,0,0,4,0,0,0,2,9,11,0,0,5,1,0,3,1,14,1,0,0,5,1,3,14,1,0,2,2,0,1,3,3,4,0,17,0,0,0,0,0,0,2,0,2,4,4,0,1,0,7,7,0,0,0,0,1,2,43,2,10,2,0,1,0,8,0,1,1,0,4,0,1,0,0,2,0,0,3,2,0,1,0,0
4.0,12,2019,11,0,0,22,0,4,5,23,0,7,13,0,0,0,1,1,0,5,0,5,0,2,0,0,3,0,0,13,0,6,0,0,0,23,0,8,21,21,2,4,0,0,0,12,75,0,0,9,0,3,0,6,8,0,0,0,0,0,2,0,0,4,3,0,2,5,3,0,0,5,5,3,0,1,5,0,0,1,5,0,1,3,1,3,3,0,0,1,0,2,2,0,2,0,0,0,9,9,2,0,0,0,4,0,0,3,0,0,0,0,1,0,0,6,7,5,7,1,2,1,4,1,0,6,4,5,0,0,0,0,0,0,0,0,3,6,0,1,0,0,3,3,5,0,6,0,0,0,5,16,0,1,0,0,0,0,3,1,0,0,5,0,3,0,0,15,1,0,0,0,0,10,7,0,0
4.0,12,2019,12,4,0,1,3,2,3,3,13,0,8,0,0,0,2,0,6,2,0,3,6,2,0,6,3,0,0,4,7,0,0,7,0,9,0,0,0,25,3,9,2,0,0,0,89,10,0,3,13,0,6,2,3,0,9,0,14,5,0,35,1,7,0,0,2,0,7,0,0,0,14,0,0,0,2,3,4,0,0,4,9,3,0,0,0,3,0,0,0,0,0,0,5,0,1,0,0,11,0,3,1,5,0,0,3,0,0,1,0,0,1,14,7,0,1,0,0,4,0,0,11,6,4,7,3,0,0,0,0,6,0,0,0,0,7,2,4,0,2,4,1,10,16,24,2,10,0,6,9,31,5,0,0,0,4,0,0,1,2,10,2,4,1,6,0,0,10,2,2,0,0,1,0,1,0
4.0,13,2019,1,0,2,12,2,7,1,1,0,0,1,0,5,0,7,14,0,0,2,0,0,5,16,4,0,0,0,1,0,0,8,4,2,12,0,0,5,29,1,0,4,0,0,0,9,0,8,0,0,11,0,1,0,4,0,0,3,0,0,3,0,0,1,9,0,1,3,0,0,0,4,0,6,2,0,0,13,0,0,1,0,0,0,0,0,5,26,0,0,0,0,0,0,11,0,0,0,0,8,0,13,0,1,34,0,0,4,0,2,0,0,0,8,0,0,1,0,0,0,3,1,0,0,1,4,0,0,0,2,19,0,0,0,0,0,10,0,4,0,5,2,0,11,0,1,7,0,1,5,18,3,0,3,3,3,6,0,0,2,12,0,13,10,8,9,8,5,2,0,0,0,0,0,9,2
4.0,13,2019,2,0,4,0,0,7,0,3,0,0,5,0,15,0,0,9,11,0,0,3,0,0,4,1,0,0,9,2,3,0,0,0,0,0,0,3,3,0,3,2,0,0,2,0,0,0,0,12,3,0,11,1,3,0,1,0,0,0,0,0,0,6,0,5,2,0,0,9,0,2,1,0,0,0,7,6,11,0,0,0,11,0,0,8,0,1,0,0,9,1,0,0,0,1,0,1,0,4,0,4,0,0,13,0,0,0,0,1,0,2,2,4,0,0,2,0,2,0,0,6,5,2,7,3,0,16,2,1,0,8,0,0,0,0,0,5,6,0,4,0,0,0,7,0,0,0,3,2,0,0,2,2,0,6,16,0,1,0,3,0,0,4,5,0,0,0,1,4,0,1,5,0,1,0,7
4.0,13,2019,3,0,0,0,5,0,0,16,10,14,0,8,0,0,0,0,0,0,5,0,0,0,9,0,0,0,8,0,0,0,8,0,2,0,12,1,1,0,0,0,1,12,0,7,0,10,0,0,0,3,3,0,0,0,0,0,1,1,3,3,0,4,0,3,0,3,0,0,2,0,0,1,6,0,0,0,1,0,7,0,0,0,0,3,0,15,0,0,0,7,4,0,10,0,2,6,3,9,7,23,0,0,2,3,0,0,6,13,0,0,0,0,3,9,0,1,2,0,1,3,6,0,3,0,0,0,0,0,0,2,2,0,0,1,0,0,6,0,0,0,0,13,0,0,3,0,0,5,6,0,0,4,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,2,0,3,0,0,0,2
4.0,13,2019,4,0,0,0,0,2,5,3,2,9,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,3,5,1,0,0,0,10,2,0,2,0,16,6,0,3,0,0,3,0,0,2,2,0,0,1,0,7,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,5,0,4,2,0,0,0,0,8,1,7,5,0,0,0,5,7,0,0,0,5,10,0,0,0,0,5,0,2,0,0,0,4,2,0,0,0,0,1,0,0,5,0,0,0,5,1,0,2,0,5,9,1,3,0,1,4,0,1,8,0,0,2,5,6,2,5,3,0,5,0,0,0,0,0,0,0,0,0,4,6,5,0,3,0,0,2,2,5,1,0,6,1,5,4,0,0,0,0,0,0,9,7,3,0,0,2,0
4.0,13,2019,5,5,9,0,3,0,2,0,0,3,3,2,0,2,4,14,8,4,2,1,0,0,5,5,1,0,0,0,0,0,11,0,0,0,20,6,0,38,0,0,1,0,2,10,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,2,7,0,3,0,8,0,0,0,0,1,19,4,0,1,1,5,3,1,2,3,0,0,2,6,0,17,0,0,0,10,0,0,0,0,6,0,5,9,0,4,0,0,1,3,0,0,9,3,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,1,0,2,12,0,4,4,9,0,9,8,0,0,12,1,0,4,0,0,0,1,5,0,5,0,1,0,0,6,0,5,0,0,0,3,0,3,3,0,0,0,12,0,0,0,2,3,9
4.0,13,2019,6,7,0,0,3,9,0,0,8,0,0,8,5,0,0,0,9,31,4,0,0,3,0,2,1,0,11,0,3,0,4,2,0,0,0,0,3,0,0,0,1,3,0,1,5,0,3,0,0,0,0,5,0,0,1,1,3,0,6,12,0,4,0,0,0,0,19,0,2,0,2,0,4,0,8,6,2,0,0,6,0,0,0,0,0,1,0,0,0,0,3,0,5,0,0,0,0,6,0,2,11,1,0,0,10,2,2,0,6,3,0,1,0,0,5,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,4,0,9,1,0,17,0,0,0,3,0,0,0,3,0,0,0,5,0,0,6,0,1,12,6,0,0,0,11,18,0,2,6,0,0,0,0,9,8,0,0,0,4,1
4.0,13,2019,7,0,1,0,0,21,0,0,0,0,1,1,6,0,0,0,4,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,4,0,15,0,4,0,7,0,0,0,21,18,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,2,6,0,0,2,0,2,0,1,0,0,2,0,0,0,0,0,12,2,0,5,0,1,0,3,3,1,0,0,0,0,0,2,5,0,0,5,8,0,0,2,4,0,1,1,0,3,0,2,0,0,1,3,15,0,0,19,1,11,0,0,0,6,7,0,0,0,1,0,2,0,0,0,1,0,9,2,0,0,8,0,0,11,2,0,0,5,0,0,0,0,12,1,2
4.0,13,2019,8,12,0,0,1,0,0,0,0,0,0,0,0,0,0,16,10,1,16,20,0,0,13,1,0,2,0,0,0,0,0,7,0,0,0,1,21,0,0,0,1,0,0,0,0,9,0,0,5,6,0,15,2,0,1,0,0,0,1,5,0,0,0,2,3,0,1,0,3,0,0,0,8,2,13,0,0,0,1,5,6,2,2,11,0,5,9,0,3,0,0,1,0,0,7,0,0,1,0,0,0,0,0,8,0,0,14,5,0,0,3,3,4,0,0,0,2,1,0,0,13,0,0,4,0,0,0,1,0,9,0,2,0,0,3,0,1,0,0,0,2,0,9,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,4,0,16,4,0,0
4.0,13,2019,9,1,2,0,0,0,0,11,0,0,0,6,1,4,5,5,1,0,0,1,0,1,0,1,0,0,3,0,2,0,18,6,0,1,0,0,3,1,0,0,5,0,5,1,0,0,0,8,5,1,0,2,0,2,0,6,3,0,5,0,0,0,3,7,5,3,0,0,0,6,13,0,4,2,0,0,5,0,8,0,0,0,6,0,5,0,0,5,0,5,0,2,3,8,0,1,0,0,0,0,6,3,0,5,0,1,7,7,0,3,0,6,0,4,0,1,1,1,2,9,4,0,5,0,1,7,0,6,5,0,0,0,14,0,1,0,0,4,0,18,0,0,0,12,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,1,21,13,5,0,0,5,0,0,0,0,6,4,4
4.0,13,2019,10,5,0,3,0,2,0,3,14,0,0,0,0,0,5,0,0,3,0,0,4,4,0,0,0,0,0,2,5,0,1,0,0,1,8,0,0,1,0,0,0,1,0,26,0,0,1,0,0,0,0,4,0,8,4,0,0,0,0,1,0,9,0,0,0,0,6,1,0,7,5,4,6,1,1,0,0,1,8,1,9,0,2,2,2,2,0,0,16,0,0,0,0,4,3,8,0,1,8,22,15,3,0,0,5,6,3,0,2,0,0,0,9,0,1,0,2,1,10,0,0,4,0,0,0,2,0,0,5,0,0,0,2,0,5,2,2,9,0,0,2,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,4,0,11,5,17,7,1,1,0,3,1,0,2,0,0,0,3,7,6
4.0,13,2019,11,4,0,9,0,7,0,0,3,2,0,2,1,0,2,0,2,0,1,0,0,0,2,13,5,3,0,0,0,0,6,0,0,0,0,0,1,0,1,0,5,3,4,0,0,10,0,0,0,1,0,3,1,0,0,0,0,0,0,3,1,2,1,1,0,0,8,1,3,0,4,1,0,8,0,0,0,3,3,3,9,0,1,1,16,0,12,0,4,2,5,0,0,0,1,1,8,0,0,0,0,4,5,27,0,0,0,1,13,0,0,3,2,0,5,0,10,0,0,0,0,0,2,0,2,0,0,15,5,0,0,2,0,1,0,0,0,4,0,0,3,3,0,7,2,0,0,3,0,0,2,0,1,0,0,0,0,4,2,0,15,0,0,0,0,1,0,0,0,2,7,5,0,1,0
4.0,13,2019,12,0,5,0,0,0,0,0,0,0,10,1,6,4,2,0,0,1,0,0,0,3,13,0,0,6,0,0,0,8,0,0,0,6,10,0,11,0,0,11,0,0,0,4,5,7,1,7,0,1,4,0,0,0,1,0,0,0,0,3,0,0,3,6,0,0,11,0,10,0,0,0,0,8,16,12,6,6,2,5,0,0,2,7,2,6,0,3,16,0,10,0,2,7,0,0,0,0,0,0,10,0,0,11,8,3,1,0,0,0,4,0,2,0,0,1,5,0,0,0,0,1,0,0,8,0,0,0,0,0,2,2,0,2,0,0,8,0,0,7,0,0,3,2,5,0,0,0,0,0,2,0,0,0,12,8,22,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,4,0,0
4.0,14,2019,1,1,12,1,0,0,0,0,0,0,0,3,1,0,8,1,0,0,2,0,8,0,0,11,13,0,3,4,3,7,0,0,0,0,0,5,0,8,4,0,0,0,1,0,4,0,2,2,1,0,0,8,0,0,4,5,0,2,1,0,1,6,24,0,2,0,0,1,0,0,0,0,0,2,1,0,2,6,0,0,2,3,0,2,0,0,0,0,0,2,4,0,20,1,0,0,1,8,0,2,0,0,0,3,0,0,0,6,3,0,8,0,0,0,0,0,2,1,3,2,4,0,1,2,11,0,0,2,3,0,1,0,14,0,0,0,1,0,3,8,0,1,0,0,0,0,2,0,6,3,4,10,11,2,0,0,3,0,10,0,0,0,5,0,0,0,0,0,0,0,0,13,16,0,0
4.0,14,2019,2,0,26,0,0,0,0,0,3,1,7,0,5,0,0,2,8,0,0,0,7,0,0,0,0,0,17,0,10,0,13,2,0,3,0,0,0,11,2,4,0,9,10,0,0,0,1,0,0,2,1,0,7,2,3,2,0,0,0,0,0,0,5,2,0,0,6,0,0,2,5,6,3,0,4,0,0,0,2,0,0,7,6,2,0,6,3,1,0,0,0,0,0,0,0,7,0,0,3,0,0,0,6,20,6,4,0,8,13,1,4,0,0,7,2,1,2,6,3,0,0,16,1,10,5,2,0,0,2,0,5,4,0,3,0,0,1,8,0,0,0,0,0,0,5,0,1,0,16,10,5,4,3,5,0,2,0,4,12,8,0,0,0,0,0,0,21,1,1,0,2,12,1,0,0
4.0,14,2019,3,21,0,1,0,0,7,0,0,0,17,0,5,0,6,21,0,0,0,4,0,0,0,0,0,6,7,0,1,3,3,0,0,3,3,0,0,5,1,0,0,0,6,0,1,1,0,0,5,0,7,9,2,4,12,0,14,0,0,0,2,0,11,0,6,0,0,0,0,0,11,0,2,0,0,1,0,7,4,0,2,0,3,5,5,0,0,0,14,9,0,4,11,0,5,0,0,0,0,6,0,0,0,1,3,1,0,7,9,0,3,10,2,2,3,0,1,6,0,9,1,0,1,0,6,0,9,0,2,27,0,3,0,6,1,11,16,0,0,1,0,0,0,1,0,7,5,4,0,0,1,22,0,0,0,2,2,0,1,2,1,2,5,2,1,6,8,0,0,5,0,10,0,9,1
4.0,14,2019,4,4,0,21,0,0,0,11,0,2,5,7,2,1,3,3,0,0,0,0,0,1,12,0,4,0,0,7,14,0,1,0,0,2,6,3,2,15,0,4,0,8,5,10,0,2,3,3,0,0,0,0,6,6,0,11,0,0,0,6,4,0,6,0,0,1,0,7,2,0,0,0,0,0,0,3,0,0,11,0,1,2,0,0,0,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,6,0,1,0,0,3,0,0,3,1,16,4,4,0,0,3,38,0,18,0,0,0,0,5,4,8,0,0,4,0,4,0,0,1,8,1,2,6,0,5,0,0,0,0,0,0,0,2,1,2,0,4,0,1,0,0,0,4,8,3,0,0,9
4.0,14,2019,5,0,11,0,12,10,2,0,0,9,9,0,0,6,1,6,5,8,0,0,0,10,0,0,0,0,6,7,2,0,11,0,1,0,0,0,1,3,0,0,6,0,0,1,7,0,26,0,0,0,2,0,1,0,1,6,3,0,1,1,0,0,0,0,4,0,0,0,12,3,0,0,0,5,0,19,0,1,3,5,0,3,0,0,8,14,3,0,5,0,0,2,0,12,0,0,2,6,0,0,5,0,0,2,0,14,2,18,0,14,0,0,0,0,0,0,0,0,4,0,4,1,9,0,17,1,15,0,3,5,0,1,5,1,0,2,0,5,0,0,0,2,15,0,0,0,6,0,0,2,0,0,0,5,9,4,1,0,0,3,1,8,0,4,2,0,2,9,9,3,0,7,2,0,0
4.0,14,2019,6,0,0,4,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,3,0,6,5,4,0,6,0,0,0,11,0,9,0,8,11,29,0,7,12,0,0,5,22,4,0,0,0,0,0,7,0,6,11,0,0,0,0,0,0,12,0,1,13,7,9,5,0,8,11,0,0,0,0,0,1,1,0,0,6,0,0,2,2,0,0,4,1,0,0,2,7,2,5,1,3,9,4,9,0,8,1,7,0,2,6,0,2,5,0,0,1,0,0,0,0,0,0,3,1,5,0,0,0,6,3,7,0,3,0,5,0,0,0,2,1,0,0,12,0,7,13,11,7,8,0,0,2,3,0,2,1,6,2,1,0,0,12,0,0,2,0,0,0,0,0,7,0,0,0,0,8,0,16
